timestamp,dummy_0,dummy_2,dummy_3,dummy_X
2025-12-12T11:00:00,0,2,12,
2025-12-12T11:00:02,0,3,20,
2025-12-12T11:00:03,0,0,51,
2025-12-12T11:00:04,0,2,11,
2025-12-12T11:00:05,0,0,78,
2025-12-12T11:00:06,0,5,15,
2025-12-12T11:00:07,0,2,22,
2025-12-12T11:00:08,0,10,50,
2025-12-12T11:00:09,0,6,82,
2025-12-12T11:00:10,0,1,90,
2025-12-12T11:00:11,0,2,24,
2025-12-12T11:00:12,0,0,51,
2025-12-12T11:00:13,0,9,21,
2025-12-12T11:00:14,0,6,24,
2025-12-12T11:00:15,0,2,15,
2025-12-12T11:00:16,0,7,81,
2025-12-12T11:00:17,0,8,81,
2025-12-12T11:00:18,0,5,47,
2025-12-12T11:00:19,0,0,97,
2025-12-12T11:00:20,0,10,20,
2025-12-12T11:00:21,0,6,46,
2025-12-12T11:00:22,0,2,30,
2025-12-12T11:00:23,0,10,10,
2025-12-12T11:00:24,0,3,34,
2025-12-12T11:00:25,0,10,85,
2025-12-12T11:00:26,0,4,25,
2025-12-12T11:00:27,0,9,44,
2025-12-12T11:00:28,0,4,74,
2025-12-12T11:00:29,0,1,81,
2025-12-12T11:00:30,0,8,28,
2025-12-12T11:00:31,0,6,22,
2025-12-12T11:00:32,0,0,82,
2025-12-12T11:00:33,0,4,15,
2025-12-12T11:00:34,0,5,79,
2025-12-12T11:00:35,0,6,98,
2025-12-12T11:00:36,0,4,47,
2025-12-12T11:00:37,0,1,25,
2025-12-12T11:00:38,0,5,11,
2025-12-12T11:00:39,0,7,91,
2025-12-12T11:00:40,0,7,18,
2025-12-12T11:00:41,0,9,36,
2025-12-12T11:00:42,0,7,35,
2025-12-12T11:00:43,0,9,8,
2025-12-12T11:00:44,0,10,21,
2025-12-12T11:00:45,0,0,3,
2025-12-12T11:00:46,0,3,85,
2025-12-12T11:00:47,0,7,8,
2025-12-12T11:00:48,0,4,13,
2025-12-12T11:00:49,0,10,8,
2025-12-12T11:00:50,0,3,90,
2025-12-12T11:00:51,0,4,36,
2025-12-12T11:00:52,0,2,8,
2025-12-12T11:00:53,0,9,84,
2025-12-12T11:00:54,0,10,11,
2025-12-12T11:00:55,0,3,4,
2025-12-12T11:00:56,0,5,19,
2025-12-12T11:00:57,0,1,85,
2025-12-12T11:00:58,0,5,48,
2025-12-12T11:00:59,0,3,18,
2025-12-12T11:01:00,0,6,64,
2025-12-12T11:01:01,0,8,35,
2025-12-12T11:01:02,0,3,18,
2025-12-12T11:01:03,0,7,33,
2025-12-12T11:01:04,0,5,23,
2025-12-12T11:01:05,0,4,44,
2025-12-12T11:01:06,0,0,31,
2025-12-12T11:01:07,0,4,93,
2025-12-12T11:01:08,0,0,45,
2025-12-12T11:01:09,0,6,57,
2025-12-12T11:01:10,0,0,24,
2025-12-12T11:01:11,0,2,74,
2025-12-12T11:01:12,0,6,24,
2025-12-12T11:01:13,0,5,60,
2025-12-12T11:01:14,0,4,32,
2025-12-12T11:01:15,0,4,66,
2025-12-12T11:01:16,0,10,77,
2025-12-12T11:01:17,0,5,57,
2025-12-12T11:01:18,0,0,89,
2025-12-12T11:01:19,0,9,20,
2025-12-12T11:01:20,0,1,3,
2025-12-12T11:01:21,0,2,66,
2025-12-12T11:01:22,0,5,93,
2025-12-12T11:01:23,0,10,75,
2025-12-12T11:01:24,0,8,76,
2025-12-12T11:01:25,0,2,17,
2025-12-12T11:01:26,0,6,84,
2025-12-12T11:01:27,0,2,0,
2025-12-12T11:01:28,0,6,84,
2025-12-12T11:01:29,0,5,85,
2025-12-12T11:01:30,0,5,12,
2025-12-12T11:01:31,0,6,20,
2025-12-12T11:01:32,0,7,3,
2025-12-12T11:01:33,0,3,29,
2025-12-12T11:01:34,0,6,65,
2025-12-12T11:01:35,0,7,30,
2025-12-12T11:01:36,0,1,32,
2025-12-12T11:01:37,0,10,41,
2025-12-12T11:01:38,0,6,27,
2025-12-12T11:01:39,0,10,33,
2025-12-12T11:01:40,0,5,1,
2025-12-12T11:01:41,0,3,18,
2025-12-12T11:01:42,0,7,97,
2025-12-12T11:01:43,0,8,55,
2025-12-12T11:01:44,0,7,89,
2025-12-12T11:01:45,0,8,67,
2025-12-12T11:01:46,0,1,57,
2025-12-12T11:01:47,0,7,9,
2025-12-12T11:01:48,0,3,25,
2025-12-12T11:01:49,0,7,53,
2025-12-12T11:01:50,0,6,30,
2025-12-12T11:01:51,0,0,100,
2025-12-12T11:01:52,0,6,56,
2025-12-12T11:01:53,0,6,53,
2025-12-12T11:01:54,0,7,17,
2025-12-12T11:01:55,0,5,45,
2025-12-12T11:01:56,0,10,32,
2025-12-12T11:01:57,0,4,100,
2025-12-12T11:01:58,0,10,35,
2025-12-12T11:01:59,0,0,48,
2025-12-12T11:02:00,0,6,9,
2025-12-12T11:02:09,0,10,52,
2025-12-12T11:02:10,0,0,62,
2025-12-12T11:02:11,0,2,67,
2025-12-12T11:02:12,0,5,17,
2025-12-12T11:02:13,0,10,96,
2025-12-12T11:02:14,0,10,75,
2025-12-12T11:02:15,0,4,46,
2025-12-12T11:02:16,0,4,8,
2025-12-12T11:02:17,0,9,99,
2025-12-12T11:02:18,0,1,97,
2025-12-12T11:02:19,0,6,23,
2025-12-12T11:02:20,0,1,24,
2025-12-12T11:02:21,0,6,20,
2025-12-12T11:02:22,0,9,65,
2025-12-12T11:02:23,0,8,54,
2025-12-12T11:02:24,0,0,90,
2025-12-12T11:02:25,0,9,62,
2025-12-12T11:02:26,0,10,32,
2025-12-12T11:02:27,0,10,88,
2025-12-12T11:02:28,0,2,59,
2025-12-12T11:02:29,0,2,40,
2025-12-12T11:02:30,0,9,85,
2025-12-12T11:02:31,0,1,86,
2025-12-12T11:02:32,0,9,93,
2025-12-12T11:02:33,0,4,1,
2025-12-12T11:02:34,0,3,65,
2025-12-12T11:02:35,0,0,79,
2025-12-12T11:02:36,0,2,0,
2025-12-12T11:02:37,0,6,22,
2025-12-12T11:02:38,0,9,28,
2025-12-12T11:02:39,0,0,49,
2025-12-12T11:02:40,0,3,97,
2025-12-12T11:02:41,0,2,96,
2025-12-12T11:02:42,0,1,98,
2025-12-12T11:02:43,0,10,9,
2025-12-12T11:02:44,0,5,50,
2025-12-12T11:02:45,0,0,25,
2025-12-12T11:02:46,0,2,32,
2025-12-12T11:02:47,0,9,47,
2025-12-12T11:02:48,0,2,46,
2025-12-12T11:02:49,0,4,65,
2025-12-12T11:02:50,0,0,70,
2025-12-12T11:02:51,0,4,25,
2025-12-12T11:02:52,0,4,76,
2025-12-12T11:02:53,0,4,33,
2025-12-12T11:02:54,0,1,48,
2025-12-12T11:02:55,0,7,57,
