timestamp,dummy_0,dummy_2,dummy_3,dummy_X
2025-12-12T12:00:00,0,5,42,
2025-12-12T12:00:01,0,10,38,
2025-12-12T12:00:02,0,6,63,
2025-12-12T12:00:03,0,2,19,
2025-12-12T12:00:04,0,4,83,
2025-12-12T12:00:05,0,0,94,
2025-12-12T12:00:06,0,1,81,
2025-12-12T12:00:07,0,5,27,
2025-12-12T12:00:08,0,4,14,
2025-12-12T12:00:09,0,4,85,
2025-12-12T12:00:10,0,10,92,
2025-12-12T12:00:11,0,2,86,
2025-12-12T12:00:12,0,9,91,
2025-12-12T12:00:13,0,6,70,
2025-12-12T12:00:14,0,6,88,
2025-12-12T12:00:15,0,2,29,
2025-12-12T12:00:16,0,10,61,
2025-12-12T12:00:17,0,0,92,
2025-12-12T12:00:18,0,5,13,
2025-12-12T12:00:19,0,3,86,
2025-12-12T12:00:20,0,7,34,
2025-12-12T12:00:21,0,10,94,
2025-12-12T12:00:23,0,6,19,
2025-12-12T12:00:24,0,1,15,
2025-12-12T12:00:25,0,2,60,
2025-12-12T12:00:26,0,8,48,
2025-12-12T12:00:27,0,5,87,
2025-12-12T12:00:28,0,6,13,
2025-12-12T12:00:29,0,2,96,
2025-12-12T12:00:30,0,6,62,
2025-12-12T12:00:31,0,2,24,
2025-12-12T12:00:32,0,5,93,
2025-12-12T12:00:33,0,5,63,
2025-12-12T12:00:34,0,1,5,
2025-12-12T12:00:35,0,6,7,
2025-12-12T12:00:36,0,0,78,
2025-12-12T12:00:37,0,10,7,
2025-12-12T12:00:38,0,6,40,
2025-12-12T12:00:39,0,9,89,
2025-12-12T12:00:40,0,8,46,
2025-12-12T12:00:41,0,7,73,
2025-12-12T12:00:42,0,2,36,
2025-12-12T12:00:43,0,2,35,
2025-12-12T12:00:44,0,0,5,
2025-12-12T12:00:45,0,1,34,
2025-12-12T12:00:46,0,5,8,
2025-12-12T12:00:47,0,0,4,
2025-12-12T12:00:48,0,1,49,
2025-12-12T12:00:49,0,6,48,
2025-12-12T12:00:50,0,8,69,
2025-12-12T12:00:51,0,5,34,
2025-12-12T12:00:52,0,7,81,
2025-12-12T12:00:53,0,3,22,
2025-12-12T12:00:54,0,7,89,
2025-12-12T12:00:55,0,6,60,
2025-12-12T12:00:56,0,9,72,
2025-12-12T12:00:57,0,10,82,
2025-12-12T12:00:58,0,5,57,
2025-12-12T12:00:59,0,7,13,
2025-12-12T12:01:00,0,2,26,
2025-12-12T12:01:01,0,7,70,
2025-12-12T12:01:02,0,10,57,
2025-12-12T12:01:03,0,4,61,
2025-12-12T12:01:04,0,9,35,
2025-12-12T12:01:05,0,0,44,
2025-12-12T12:01:06,0,7,77,
2025-12-12T12:01:07,0,5,49,
2025-12-12T12:01:08,0,0,81,
2025-12-12T12:01:09,0,2,15,
2025-12-12T12:01:10,0,5,25,
2025-12-12T12:01:11,0,2,62,
2025-12-12T12:01:12,0,5,83,
2025-12-12T12:01:13,0,3,69,
2025-12-12T12:01:14,0,0,52,
2025-12-12T12:01:15,0,9,81,
2025-12-12T12:01:16,0,5,53,
2025-12-12T12:01:17,0,0,9,
2025-12-12T12:01:18,0,1,31,
2025-12-12T12:01:19,0,7,56,
2025-12-12T12:01:20,0,4,95,
2025-12-12T12:01:22,0,6,4,
2025-12-12T12:01:23,0,10,18,
2025-12-12T12:01:24,0,3,99,
2025-12-12T12:01:25,0,9,98,
2025-12-12T12:01:26,0,0,35,
2025-12-12T12:01:27,0,9,35,
2025-12-12T12:01:28,0,7,8,
2025-12-12T12:01:29,0,2,52,
2025-12-12T12:01:30,0,6,28,
2025-12-12T12:01:31,0,2,16,
2025-12-12T12:01:32,0,7,23,
2025-12-12T12:01:33,0,2,11,
2025-12-12T12:01:34,0,8,9,
2025-12-12T12:01:35,0,1,64,
2025-12-12T12:01:36,0,2,46,
2025-12-12T12:01:37,0,10,2,
2025-12-12T12:01:38,0,3,58,
2025-12-12T12:01:39,0,9,37,
2025-12-12T12:01:40,0,3,19,
2025-12-12T12:01:41,0,9,71,
2025-12-12T12:01:42,0,7,78,
2025-12-12T12:01:43,0,1,42,
2025-12-12T12:01:44,0,8,97,
2025-12-12T12:01:45,0,1,24,
2025-12-12T12:01:46,0,3,95,
2025-12-12T12:01:47,0,2,73,
2025-12-12T12:01:48,0,8,54,
2025-12-12T12:01:49,0,2,77,
2025-12-12T12:01:50,0,1,57,
2025-12-12T12:01:51,0,1,20,
2025-12-12T12:01:52,0,2,80,
2025-12-12T12:01:53,0,4,90,
2025-12-12T12:01:54,0,0,42,
2025-12-12T12:01:55,0,1,93,
2025-12-12T12:01:56,0,5,72,
2025-12-12T12:01:57,0,4,60,
2025-12-12T12:01:58,0,10,25,
2025-12-12T12:01:59,0,4,64,
2025-12-12T12:02:00,0,7,76,
2025-12-12T12:02:01,0,4,78,
2025-12-12T12:02:02,0,7,9,
2025-12-12T12:02:03,0,8,17,
2025-12-12T12:02:04,0,0,14,
2025-12-12T12:02:05,0,8,76,
2025-12-12T12:02:06,0,0,15,
2025-12-12T12:02:07,0,8,87,
2025-12-12T12:02:08,0,4,5,
2025-12-12T12:02:09,0,6,12,
2025-12-12T12:02:10,0,4,52,
2025-12-12T12:02:11,0,6,52,
2025-12-12T12:02:12,0,3,59,
2025-12-12T12:02:13,0,2,33,
2025-12-12T12:02:14,0,4,66,
2025-12-12T12:02:15,0,8,63,
2025-12-12T12:02:16,0,0,30,
2025-12-12T12:02:17,0,9,57,
2025-12-12T12:02:18,0,0,71,
2025-12-12T12:02:19,0,1,33,
2025-12-12T12:02:20,0,2,0,
2025-12-12T12:02:22,0,4,36,
2025-12-12T12:02:23,0,8,13,
2025-12-12T12:02:24,0,1,37,
2025-12-12T12:02:25,0,4,29,
2025-12-12T12:02:26,0,2,20,
2025-12-12T12:02:27,0,8,93,
2025-12-12T12:02:28,0,4,33,
2025-12-12T12:02:29,0,6,4,
2025-12-12T12:02:30,0,1,2,
2025-12-12T12:02:31,0,2,62,
2025-12-12T12:02:32,0,9,66,
2025-12-12T12:02:33,0,8,51,
2025-12-12T12:02:34,0,2,10,
2025-12-12T12:02:35,0,2,14,
2025-12-12T12:02:36,0,3,68,
2025-12-12T12:02:37,0,0,80,
2025-12-12T12:02:38,0,0,74,
2025-12-12T12:02:39,0,6,69,
2025-12-12T12:02:40,0,7,0,
2025-12-12T12:02:41,0,6,24,
2025-12-12T12:02:42,0,8,53,
2025-12-12T12:02:43,0,6,51,
2025-12-12T12:02:44,0,5,39,
2025-12-12T12:02:45,0,0,97,
2025-12-12T12:02:46,0,7,14,
2025-12-12T12:02:47,0,0,83,
2025-12-12T12:02:48,0,2,24,
2025-12-12T12:02:49,0,0,45,
2025-12-12T12:02:50,0,1,80,
2025-12-12T12:02:51,0,7,71,
2025-12-12T12:02:52,0,2,8,
2025-12-12T12:02:53,0,3,85,
2025-12-12T12:02:54,0,4,66,
2025-12-12T12:02:55,0,8,69,
2025-12-12T12:02:56,0,9,64,
2025-12-12T12:02:57,0,8,82,
2025-12-12T12:02:58,0,0,84,
2025-12-12T12:02:59,0,8,71,
2025-12-12T12:03:00,0,6,38,
2025-12-12T12:03:01,0,1,18,
2025-12-12T12:03:02,0,6,63,
2025-12-12T12:03:03,0,7,69,
2025-12-12T12:03:04,0,9,82,
2025-12-12T12:03:05,0,1,96,
2025-12-12T12:03:06,0,1,67,
2025-12-12T12:03:07,0,10,27,
2025-12-12T12:03:08,0,9,43,
2025-12-12T12:03:09,0,3,3,
2025-12-12T12:03:10,0,0,62,
2025-12-12T12:03:11,0,0,70,
2025-12-12T12:03:12,0,1,3,
2025-12-12T12:03:13,0,5,67,
2025-12-12T12:03:14,0,9,19,
2025-12-12T12:03:15,0,10,68,
2025-12-12T12:03:16,0,9,36,
2025-12-12T12:03:17,0,5,56,
2025-12-12T12:03:18,0,5,92,
2025-12-12T12:03:19,0,7,58,
2025-12-12T12:03:20,0,9,35,
2025-12-12T12:03:22,0,5,2,
2025-12-12T12:03:23,0,6,95,
2025-12-12T12:03:24,0,5,44,
2025-12-12T12:03:25,0,5,21,
2025-12-12T12:03:26,0,10,34,
2025-12-12T12:03:27,0,3,19,
2025-12-12T12:03:28,0,2,78,
2025-12-12T12:03:29,0,0,45,
2025-12-12T12:03:30,0,6,23,
2025-12-12T12:03:31,0,6,4,
2025-12-12T12:03:32,0,9,96,
2025-12-12T12:03:33,0,10,20,
2025-12-12T12:03:34,0,4,99,
2025-12-12T12:03:35,0,9,77,
2025-12-12T12:03:36,0,1,0,
2025-12-12T12:03:37,0,10,66,
2025-12-12T12:03:38,0,9,98,
2025-12-12T12:03:39,0,9,95,
2025-12-12T12:03:40,0,3,100,
2025-12-12T12:03:41,0,8,13,
2025-12-12T12:03:42,0,6,59,
2025-12-12T12:03:43,0,10,99,
2025-12-12T12:03:44,0,8,21,
2025-12-12T12:03:45,0,3,11,
2025-12-12T12:03:46,0,4,45,
2025-12-12T12:03:47,0,3,9,
2025-12-12T12:03:48,0,10,14,
2025-12-12T12:03:49,0,8,47,
2025-12-12T12:03:50,0,10,3,
2025-12-12T12:03:51,0,6,59,
2025-12-12T12:03:52,0,4,93,
2025-12-12T12:03:53,0,6,52,
2025-12-12T12:03:54,0,0,42,
2025-12-12T12:03:55,0,3,70,
2025-12-12T12:03:56,0,3,74,
2025-12-12T12:03:57,0,5,24,
2025-12-12T12:03:58,0,3,86,
2025-12-12T12:03:59,0,10,42,
2025-12-12T12:04:00,0,8,56,
2025-12-12T12:04:01,0,8,23,
2025-12-12T12:04:02,0,5,30,
2025-12-12T12:04:03,0,2,89,
2025-12-12T12:04:04,0,7,72,
2025-12-12T12:04:05,0,2,92,
2025-12-12T12:04:06,0,5,34,
2025-12-12T12:04:07,0,9,15,
2025-12-12T12:04:08,0,8,57,
2025-12-12T12:04:09,0,5,77,
2025-12-12T12:04:10,0,4,23,
2025-12-12T12:04:11,0,2,45,
2025-12-12T12:04:12,0,8,2,
2025-12-12T12:04:13,0,2,6,
2025-12-12T12:04:14,0,1,63,
2025-12-12T12:04:15,0,5,78,
2025-12-12T12:04:16,0,1,76,
2025-12-12T12:04:17,0,1,100,
2025-12-12T12:04:18,0,4,64,
2025-12-12T12:04:19,0,0,94,
2025-12-12T12:04:20,0,1,88,
2025-12-12T12:04:21,0,0,57,
2025-12-12T12:04:22,0,1,35,
2025-12-12T12:04:23,0,9,53,
2025-12-12T12:04:24,0,4,87,
2025-12-12T12:04:25,0,1,47,
2025-12-12T12:04:26,0,3,1,
2025-12-12T12:04:27,0,8,88,
2025-12-12T12:04:28,0,4,72,
2025-12-12T12:04:29,0,4,97,
2025-12-12T12:04:30,0,10,5,
2025-12-12T12:04:31,0,1,100,
2025-12-12T12:04:32,0,1,31,
2025-12-12T12:04:33,0,2,0,
2025-12-12T12:04:34,0,4,7,
2025-12-12T12:04:35,0,1,58,
2025-12-12T12:04:36,0,3,55,
2025-12-12T12:04:37,0,5,27,
2025-12-12T12:04:38,0,1,16,
2025-12-12T12:04:39,0,0,7,
2025-12-12T12:04:40,0,8,74,
2025-12-12T12:04:41,0,3,82,
2025-12-12T12:04:42,0,8,4,
2025-12-12T12:04:43,0,8,77,
2025-12-12T12:04:45,0,1,48,
2025-12-12T12:04:46,0,5,58,
2025-12-12T12:04:47,0,2,19,
2025-12-12T12:04:48,0,7,82,
2025-12-12T12:04:49,0,2,21,
2025-12-12T12:04:50,0,1,80,
2025-12-12T12:04:51,0,8,14,
2025-12-12T12:04:52,0,8,14,
2025-12-12T12:04:53,0,6,4,
2025-12-12T12:04:54,0,3,77,
2025-12-12T12:04:55,0,2,7,
2025-12-12T12:04:56,0,0,58,
2025-12-12T12:04:57,0,6,89,
2025-12-12T12:04:58,0,3,61,
2025-12-12T12:04:59,0,0,81,
2025-12-12T12:05:00,0,10,61,
2025-12-12T12:05:01,0,10,39,
2025-12-12T12:05:02,0,7,49,
2025-12-12T12:05:03,0,0,61,
2025-12-12T12:05:04,0,5,17,
2025-12-12T12:05:05,0,2,57,
2025-12-12T12:05:06,0,7,67,
2025-12-12T12:05:07,0,10,45,
2025-12-12T12:05:08,0,10,19,
2025-12-12T12:05:09,0,1,93,
2025-12-12T12:05:10,0,6,35,
2025-12-12T12:05:11,0,2,11,
2025-12-12T12:05:12,0,6,75,
2025-12-12T12:05:13,0,9,54,
2025-12-12T12:05:14,0,7,63,
2025-12-12T12:05:15,0,9,16,
2025-12-12T12:05:16,0,2,82,
2025-12-12T12:05:17,0,7,59,
2025-12-12T12:05:18,0,7,59,
2025-12-12T12:05:19,0,2,68,
2025-12-12T12:05:20,0,8,9,
2025-12-12T12:05:21,0,4,16,
2025-12-12T12:05:22,0,2,31,
2025-12-12T12:05:23,0,10,11,
2025-12-12T12:05:24,0,6,42,
2025-12-12T12:05:25,0,4,65,
2025-12-12T12:05:26,0,8,76,
2025-12-12T12:05:27,0,1,40,
2025-12-12T12:05:28,0,5,81,
2025-12-12T12:05:29,0,1,81,
2025-12-12T12:05:30,0,0,45,
2025-12-12T12:05:31,0,8,59,
2025-12-12T12:05:32,0,7,45,
2025-12-12T12:05:33,0,6,3,
2025-12-12T12:05:34,0,5,95,
2025-12-12T12:05:35,0,7,6,
2025-12-12T12:05:36,0,7,79,
2025-12-12T12:05:37,0,1,85,
2025-12-12T12:05:38,0,0,57,
2025-12-12T12:05:39,0,6,63,
2025-12-12T12:05:41,0,9,72,
2025-12-12T12:05:42,0,6,35,
2025-12-12T12:05:43,0,0,74,
2025-12-12T12:05:44,0,5,70,
2025-12-12T12:05:45,0,3,18,
2025-12-12T12:05:46,0,3,26,
2025-12-12T12:05:47,0,10,82,
2025-12-12T12:05:48,0,5,20,
2025-12-12T12:05:49,0,4,73,
2025-12-12T12:05:50,0,0,75,
2025-12-12T12:05:51,0,6,60,
2025-12-12T12:05:52,0,0,36,
2025-12-12T12:05:53,0,9,9,
2025-12-12T12:05:54,0,6,34,
2025-12-12T12:05:55,0,6,25,
2025-12-12T12:05:56,0,10,62,
2025-12-12T12:05:57,0,10,52,
2025-12-12T12:05:58,0,4,19,
2025-12-12T12:05:59,0,2,1,
2025-12-12T12:06:00,0,6,81,
2025-12-12T12:06:01,0,2,33,
2025-12-12T12:06:02,0,1,76,
2025-12-12T12:06:03,0,10,21,
2025-12-12T12:06:04,0,1,5,
2025-12-12T12:06:05,0,2,1,
2025-12-12T12:06:06,0,8,13,
2025-12-12T12:06:07,0,8,71,
2025-12-12T12:06:08,0,10,65,
2025-12-12T12:06:10,0,7,79,
2025-12-12T12:06:11,0,8,61,
2025-12-12T12:06:12,0,8,19,
2025-12-12T12:06:13,0,6,83,
2025-12-12T12:06:14,0,4,36,
2025-12-12T12:06:15,0,9,23,
2025-12-12T12:06:16,0,6,20,
2025-12-12T12:06:17,0,5,50,
2025-12-12T12:06:18,0,9,42,
2025-12-12T12:06:19,0,0,6,
2025-12-12T12:06:20,0,0,70,
2025-12-12T12:06:21,0,0,91,
2025-12-12T12:06:22,0,8,95,
2025-12-12T12:06:23,0,3,37,
2025-12-12T12:06:24,0,6,94,
2025-12-12T12:06:25,0,8,16,
2025-12-12T12:06:26,0,10,30,
2025-12-12T12:06:27,0,10,63,
2025-12-12T12:06:28,0,7,6,
2025-12-12T12:06:29,0,4,98,
2025-12-12T12:06:30,0,8,22,
2025-12-12T12:06:31,0,2,25,
2025-12-12T12:06:32,0,5,90,
2025-12-12T12:06:33,0,0,52,
2025-12-12T12:06:34,0,10,47,
2025-12-12T12:06:35,0,4,70,
2025-12-12T12:06:36,0,7,79,
2025-12-12T12:06:37,0,6,67,
2025-12-12T12:06:38,0,5,58,
2025-12-12T12:06:39,0,1,73,
2025-12-12T12:06:40,0,2,82,
2025-12-12T12:06:41,0,2,64,
2025-12-12T12:06:42,0,10,69,
2025-12-12T12:06:43,0,2,26,
2025-12-12T12:06:44,0,2,72,
2025-12-12T12:06:45,0,4,48,
2025-12-12T12:06:46,0,9,46,
2025-12-12T12:06:47,0,6,10,
2025-12-12T12:06:48,0,9,58,
2025-12-12T12:06:49,0,10,37,
2025-12-12T12:06:50,0,7,52,
2025-12-12T12:06:51,0,8,76,
2025-12-12T12:06:52,0,0,80,
2025-12-12T12:06:53,0,3,36,
2025-12-12T12:06:54,0,2,72,
2025-12-12T12:06:55,0,2,65,
2025-12-12T12:06:56,0,1,83,
2025-12-12T12:06:57,0,10,99,
2025-12-12T12:06:58,0,5,54,
2025-12-12T12:06:59,0,3,42,
2025-12-12T12:07:00,0,1,69,
2025-12-12T12:07:01,0,0,7,
2025-12-12T12:07:02,0,3,75,
2025-12-12T12:07:03,0,2,67,
2025-12-12T12:07:04,0,2,43,
2025-12-12T12:07:05,0,10,10,
2025-12-12T12:07:06,0,0,67,
2025-12-12T12:07:07,0,10,89,
2025-12-12T12:07:08,0,5,68,
2025-12-12T12:07:09,0,9,7,
2025-12-12T12:07:10,0,5,2,
2025-12-12T12:07:11,0,0,18,
2025-12-12T12:07:12,0,0,11,
2025-12-12T12:07:13,0,7,99,
2025-12-12T12:07:14,0,1,65,
2025-12-12T12:07:15,0,4,11,
2025-12-12T12:07:16,0,1,58,
2025-12-12T12:07:17,0,9,73,
2025-12-12T12:07:18,0,5,60,
2025-12-12T12:07:19,0,1,69,
2025-12-12T12:07:20,0,1,76,
2025-12-12T12:07:22,0,9,57,
2025-12-12T12:07:23,0,1,4,
2025-12-12T12:07:24,0,1,80,
2025-12-12T12:07:25,0,7,90,
2025-12-12T12:07:26,0,7,22,
2025-12-12T12:07:27,0,4,45,
2025-12-12T12:07:28,0,9,12,
2025-12-12T12:07:29,0,3,26,
2025-12-12T12:07:30,0,0,73,
2025-12-12T12:07:31,0,4,0,
2025-12-12T12:07:32,0,6,81,
2025-12-12T12:07:33,0,0,39,
2025-12-12T12:07:34,0,7,60,
2025-12-12T12:07:35,0,4,49,
2025-12-12T12:07:36,0,5,82,
2025-12-12T12:07:37,0,0,31,
2025-12-12T12:07:38,0,2,54,
2025-12-12T12:07:39,0,5,51,
2025-12-12T12:07:40,0,0,76,
2025-12-12T12:07:41,0,8,28,
2025-12-12T12:07:42,0,6,49,
2025-12-12T12:07:43,0,1,21,
2025-12-12T12:07:44,0,0,21,
2025-12-12T12:07:45,0,0,50,
2025-12-12T12:07:46,0,4,29,
2025-12-12T12:07:47,0,9,13,
2025-12-12T12:07:48,0,9,68,
2025-12-12T12:07:49,0,9,45,
2025-12-12T12:07:50,0,4,70,
2025-12-12T12:07:51,0,7,96,
2025-12-12T12:07:52,0,6,34,
2025-12-12T12:07:53,0,2,47,
2025-12-12T12:07:54,0,4,59,
2025-12-12T12:07:55,0,4,97,
2025-12-12T12:07:56,0,7,84,
2025-12-12T12:07:57,0,6,23,
2025-12-12T12:07:58,0,10,87,
2025-12-12T12:07:59,0,3,35,
2025-12-12T12:08:00,0,9,64,
2025-12-12T12:08:01,0,3,89,
2025-12-12T12:08:02,0,4,52,
2025-12-12T12:08:03,0,0,9,
2025-12-12T12:08:04,0,3,94,
2025-12-12T12:08:05,0,1,60,
2025-12-12T12:08:06,0,3,24,
2025-12-12T12:08:07,0,1,23,
2025-12-12T12:08:08,0,9,24,
2025-12-12T12:08:09,0,5,43,
2025-12-12T12:08:10,0,1,62,
2025-12-12T12:08:11,0,9,9,
2025-12-12T12:08:12,0,10,17,
2025-12-12T12:08:13,0,10,93,
2025-12-12T12:08:14,0,0,72,
2025-12-12T12:08:15,0,7,21,
2025-12-12T12:08:16,0,10,25,
2025-12-12T12:08:17,0,1,23,
2025-12-12T12:08:18,0,1,54,
2025-12-12T12:08:19,0,7,56,
2025-12-12T12:08:20,0,3,43,
2025-12-12T12:08:22,0,4,99,
2025-12-12T12:08:23,0,2,91,
2025-12-12T12:08:24,0,10,63,
2025-12-12T12:08:25,0,4,83,
2025-12-12T12:08:26,0,7,93,
2025-12-12T12:08:27,0,9,40,
2025-12-12T12:08:28,0,3,20,
2025-12-12T12:08:29,0,8,26,
2025-12-12T12:08:30,0,1,33,
2025-12-12T12:08:31,0,7,76,
2025-12-12T12:08:32,0,10,23,
2025-12-12T12:08:33,0,7,3,
2025-12-12T12:08:34,0,8,39,
2025-12-12T12:08:35,0,4,69,
2025-12-12T12:08:36,0,8,75,
2025-12-12T12:08:37,0,1,45,
2025-12-12T12:08:38,0,6,16,
2025-12-12T12:08:39,0,8,3,
2025-12-12T12:08:40,0,0,17,
2025-12-12T12:08:41,0,2,53,
2025-12-12T12:08:42,0,0,23,
2025-12-12T12:08:43,0,10,57,
2025-12-12T12:08:44,0,6,91,
2025-12-12T12:08:45,0,2,95,
2025-12-12T12:08:46,0,6,14,
2025-12-12T12:08:47,0,0,63,
2025-12-12T12:08:48,0,5,31,
2025-12-12T12:08:49,0,0,5,
2025-12-12T12:08:50,0,10,56,
2025-12-12T12:08:51,0,4,65,
2025-12-12T12:08:52,0,1,71,
2025-12-12T12:08:53,0,1,20,
2025-12-12T12:08:54,0,9,23,
2025-12-12T12:08:55,0,10,91,
2025-12-12T12:08:56,0,6,99,
2025-12-12T12:08:57,0,4,22,
2025-12-12T12:08:58,0,2,39,
2025-12-12T12:08:59,0,1,43,
2025-12-12T12:09:00,0,5,77,
2025-12-12T12:09:01,0,7,9,
2025-12-12T12:09:02,0,4,13,
2025-12-12T12:09:03,0,8,31,
2025-12-12T12:09:04,0,6,15,
2025-12-12T12:09:05,0,7,99,
2025-12-12T12:09:06,0,4,24,
2025-12-12T12:09:07,0,3,48,
2025-12-12T12:09:08,0,7,7,
2025-12-12T12:09:09,0,0,0,
2025-12-12T12:09:10,0,0,95,
2025-12-12T12:09:11,0,0,82,
2025-12-12T12:09:12,0,5,48,
2025-12-12T12:09:13,0,1,0,
2025-12-12T12:09:14,0,9,50,
2025-12-12T12:09:15,0,7,99,
2025-12-12T12:09:16,0,1,79,
2025-12-12T12:09:17,0,8,79,
2025-12-12T12:09:18,0,2,70,
2025-12-12T12:09:19,0,5,5,
2025-12-12T12:09:20,0,1,19,
2025-12-12T12:09:21,0,7,94,
2025-12-12T12:09:22,0,2,66,
2025-12-12T12:09:23,0,1,51,
2025-12-12T12:09:24,0,0,96,
2025-12-12T12:09:25,0,4,90,
2025-12-12T12:09:26,0,9,32,
2025-12-12T12:09:27,0,4,90,
2025-12-12T12:09:28,0,10,1,
2025-12-12T12:09:29,0,3,87,
2025-12-12T12:09:30,0,2,2,
2025-12-12T12:09:31,0,9,83,
2025-12-12T12:09:32,0,4,55,
2025-12-12T12:09:33,0,5,36,
2025-12-12T12:09:34,0,2,72,
2025-12-12T12:09:36,0,3,6,
2025-12-12T12:09:37,0,4,90,
2025-12-12T12:09:38,0,1,61,
2025-12-12T12:09:39,0,3,10,
2025-12-12T12:09:40,0,1,70,
2025-12-12T12:09:41,0,5,47,
2025-12-12T12:09:42,0,8,23,
2025-12-12T12:09:43,0,3,44,
2025-12-12T12:09:44,0,2,37,
2025-12-12T12:09:45,0,10,22,
2025-12-12T12:09:46,0,7,23,
2025-12-12T12:09:47,0,2,21,
2025-12-12T12:09:48,0,6,85,
2025-12-12T12:09:49,0,6,86,
2025-12-12T12:09:50,0,5,90,
2025-12-12T12:09:51,0,0,42,
2025-12-12T12:09:52,0,4,5,
2025-12-12T12:09:53,0,2,65,
2025-12-12T12:09:54,0,7,13,
2025-12-12T12:09:55,0,9,74,
2025-12-12T12:09:56,0,5,64,
