timestamp,dummy_0,dummy_2,dummy_3,dummy_X
2025-12-12T10:53:05,0,9,16,
2025-12-12T10:53:06,0,6,55,
2025-12-12T10:53:07,0,6,4,
2025-12-12T10:53:08,0,6,81,
2025-12-12T10:53:09,0,8,29,
2025-12-12T10:53:10,0,6,20,
2025-12-12T10:53:11,0,10,95,
2025-12-12T10:53:12,0,2,29,
2025-12-12T10:53:13,0,6,94,
2025-12-12T10:53:14,0,0,69,
2025-12-12T10:53:15,0,3,73,
2025-12-12T10:53:16,0,8,18,
2025-12-12T10:53:17,0,2,19,
2025-12-12T10:53:18,0,6,58,
2025-12-12T10:53:19,0,9,10,
2025-12-12T10:53:20,0,0,28,
2025-12-12T10:53:21,0,3,5,
2025-12-12T10:53:22,0,1,70,
2025-12-12T10:53:23,0,10,75,
2025-12-12T10:53:24,0,9,26,
2025-12-12T10:53:25,0,2,43,
2025-12-12T10:53:26,0,0,97,
2025-12-12T10:53:27,0,8,24,
2025-12-12T10:53:28,0,7,66,
2025-12-12T10:53:29,0,7,73,
2025-12-12T10:53:30,0,0,85,
2025-12-12T10:53:31,0,7,47,
2025-12-12T10:53:32,0,5,69,
2025-12-12T10:53:33,0,4,72,
2025-12-12T10:53:34,0,4,70,
2025-12-12T10:53:35,0,5,57,
2025-12-12T10:53:36,0,1,8,
2025-12-12T10:53:37,0,8,73,
2025-12-12T10:53:38,0,3,19,
2025-12-12T10:53:39,0,1,30,
2025-12-12T10:53:40,0,0,80,
2025-12-12T10:53:41,0,9,18,
2025-12-12T10:53:42,0,7,44,
2025-12-12T10:53:43,0,0,75,
2025-12-12T10:53:44,0,10,32,
2025-12-12T10:53:45,0,6,92,
2025-12-12T10:53:46,0,5,36,
2025-12-12T10:53:47,0,7,53,
2025-12-12T10:53:48,0,9,97,
2025-12-12T10:53:49,0,1,15,
2025-12-12T10:53:50,0,1,99,
2025-12-12T10:53:51,0,10,97,
2025-12-12T10:53:52,0,9,75,
2025-12-12T10:53:53,0,0,100,
2025-12-12T10:53:54,0,6,17,
2025-12-12T10:53:55,0,4,83,
2025-12-12T10:53:56,0,1,17,
2025-12-12T10:53:57,0,3,89,
2025-12-12T10:53:58,0,5,36,
2025-12-12T10:53:59,0,0,99,
2025-12-12T10:54:00,0,7,81,
2025-12-12T10:54:02,0,2,89,
2025-12-12T10:54:03,0,6,69,
2025-12-12T10:54:04,0,10,75,
2025-12-12T10:54:05,0,4,16,
2025-12-12T10:54:06,0,6,22,
2025-12-12T10:54:07,0,8,88,
2025-12-12T10:54:08,0,7,91,
2025-12-12T10:54:09,0,2,76,
2025-12-12T10:54:10,0,0,99,
2025-12-12T10:54:11,0,9,48,
2025-12-12T10:54:12,0,5,78,
2025-12-12T10:54:13,0,2,26,
2025-12-12T10:54:14,0,1,55,
2025-12-12T10:54:15,0,3,49,
2025-12-12T10:54:16,0,6,8,
2025-12-12T10:54:17,0,6,1,
2025-12-12T10:54:18,0,0,51,
2025-12-12T10:54:19,0,1,12,
2025-12-12T10:54:20,0,7,27,
2025-12-12T10:54:21,0,7,28,
2025-12-12T10:54:22,0,7,95,
2025-12-12T10:54:23,0,4,76,
2025-12-12T10:54:24,0,10,89,
2025-12-12T10:54:25,0,10,27,
2025-12-12T10:54:26,0,1,2,
2025-12-12T10:54:27,0,8,19,
2025-12-12T10:54:28,0,10,55,
2025-12-12T10:54:29,0,7,100,
2025-12-12T10:54:30,0,1,77,
2025-12-12T10:54:31,0,4,93,
2025-12-12T10:54:32,0,7,38,
2025-12-12T10:54:33,0,0,67,
2025-12-12T10:54:34,0,9,20,
2025-12-12T10:54:35,0,4,44,
2025-12-12T10:54:36,0,4,32,
2025-12-12T10:54:37,0,2,21,
2025-12-12T10:54:38,0,8,47,
2025-12-12T10:54:39,0,6,42,
2025-12-12T10:54:40,0,3,47,
2025-12-12T10:54:41,0,4,26,
2025-12-12T10:54:42,0,7,42,
2025-12-12T10:54:43,0,7,61,
2025-12-12T10:54:44,0,0,37,
2025-12-12T10:54:45,0,5,55,
2025-12-12T10:54:46,0,3,73,
2025-12-12T10:54:47,0,7,2,
2025-12-12T10:54:48,0,5,61,
2025-12-12T10:54:49,0,2,99,
2025-12-12T10:54:50,0,7,35,
2025-12-12T10:54:51,0,10,72,
